state_id	address_or_origin	size_bytes	state_kind	owner_module	owner_basis	initialization_or_creation	writer_functions	writer_modules	reader_functions	reader_modules	destruction_or_end	sharing_contract	evidence_status	review_status
frame_execution_gate	0x004CC2AC	4	scalar_gate	runtime_platform	top-level frame coordinator	0x00409EC0	0x00402F80;0x00409EC0;0x0040A0D0;0x0040F890;0x00427920	runtime_platform;special_modes;story_scene;world_map	0x00409EC0;0x0040A0D0;0x0040A570	runtime_platform	process lifetime	input, story and modal UI may request; runtime_platform alone gates the frame	confirmed-direct-xrefs	manual_reviewed_current_assembly
battle_request_value	0x004A94AC	4	tagged_request	runtime_platform	single-frame request consumption	static zero; reset by 0x0040A570	0x00402F80;0x0040A570;0x00427920	runtime_platform;story_scene;world_map	0x00402F80;0x0040A570	runtime_platform;world_map	process lifetime	world/story produce; runtime_platform consumes and clears; battle receives the low value	confirmed-direct-xrefs	manual_reviewed_current_assembly
battle_active_gate	0x004CAEB4	4	scalar_gate	runtime_platform	single-frame transition authority	static zero; set on battle entry	0x00402F80;0x0040A570	runtime_platform;world_map	0x00402F80;0x0040A570;0x0040AB50	runtime_platform;world_map	cleared by 0x0040A570	world may use the immediate-entry shortcut; battle and display lifecycle only observe	confirmed-direct-xrefs	manual_reviewed_current_assembly
special_mode_request_and_active_state	0x004B8740	4	tagged_request	runtime_platform	single-frame mode dispatch authority	static zero; reset by 0x00424B90	0x00402F80;0x004070A0;0x00409540;0x0040A0D0;0x0040A570;0x004149B0;0x00424B90;0x00427920;0x00439FD0;0x0043E770;0x00441590;0x00443BD0;0x004441A0;0x004453F0;0x00446700;0x004490C0;0x0044A250;0x0044C160;0x0044E4A0;0x0044E9D0;0x0044EA60	persistence;runtime_platform;special_modes;story_scene;world_map	0x00402F80;0x0040A570;0x004149B0;0x00439FD0;0x0043A610;0x0044EA60	runtime_platform;special_modes;world_map	process lifetime	world/story request; runtime_platform dispatches; special_modes advances tagged transitions	confirmed-direct-xrefs	manual_reviewed_current_assembly
talk_and_story_execution_state	0x004B72A0	216	static_structure	story_scene	VM owns script cursor and terminal reset	0x00425B50; populated by world/story producers	0x00402F80;0x004070A0;0x0040A570;0x0040F160;0x004120B0;0x00425B50;0x00427300;0x00427920;0x0042ED40;0x0043BFC0;0x00446700	persistence;resource_io;runtime_platform;special_modes;story_scene;world_map	0x00402F80;0x0040A570;0x0040AFF0;0x0040C130;0x004120B0;0x00412930;0x00413910;0x00413FE0;0x004149B0;0x00427300;0x00427920	runtime_platform;story_scene;world_map	0x0042D47F terminal reset; process lifetime storage	world/special modes populate trigger fields; story_scene owns execution and invalidation	confirmed-direct-symbol-xrefs-aliases-pending	manual_reviewed_current_assembly
controlled_role_index	0x004AB378	4	scalar_index	world_map	map loader is the single writer	0x0040C130	0x0040C130	world_map	0x00402F80;0x00405430;0x00406960;0x004070A0;0x0040C0D0;0x0040D0C0;0x0040D200;0x0040DA60;0x0040E030;0x0040F6D0;0x004120B0;0x00413CA0;0x00413FE0;0x004163C0;0x00427300;0x00427920;0x0042DAF0;0x0042E280;0x0042E5A0;0x0042E790;0x0043BFC0;0x00446700;0x00448360;0x00485750	asset_runtime;audio_video;persistence;special_modes;story_scene;world_map	replaced on map load	story, rendering and audio borrow the selected index	confirmed-direct-xrefs	manual_reviewed_current_assembly
role_records_256_by_216	0x004BABA8	55296	static_structure_array	world_map	map/session lifecycle and role simulation	0x00425B50; 0x0040C130	0x0040C130;0x00425B50	resource_io;world_map	0x00402F80;0x004120B0;0x00427300;0x00427920	story_scene;world_map	dynamic fields released by world teardown	story and asset runtime borrow records; battle transition may update documented bridge fields	stride-and-capacity-confirmed-primary-base-users-more-field-aliases-pending	manual_reviewed_current_assembly
world_camera_and_player_x_component	0x004B7518	4	frame_scalar	world_map	world movement producer/consumer loop	world-session reset	0x00402F80;0x004120B0;0x0042DAF0;0x0042E280;0x0042E5A0;0x0042E790	story_scene;world_map	0x00402F80;0x004120B0;0x004149B0;0x00415B70;0x0042DAF0;0x0042E5A0	asset_runtime;story_scene;world_map	process lifetime	story helpers may inject; world simulation consumes	confirmed-world-context	manual_reviewed_current_assembly
world_camera_and_player_y_component	0x004B7920	4	frame_scalar	world_map	world movement producer/consumer loop	world-session reset	0x00402F80;0x004120B0;0x0042DAF0;0x0042E280;0x0042E5A0;0x0042E790	story_scene;world_map	0x00402F80;0x004120B0;0x004149B0;0x00415B70;0x0042DAF0;0x0042E5A0	asset_runtime;story_scene;world_map	process lifetime	story helpers may inject; world simulation consumes	confirmed-world-context	manual_reviewed_current_assembly
world_player_only_x_component	0x004A9488	4	frame_scalar	world_map	world movement producer/consumer loop	world-session reset	0x00402F80;0x004120B0;0x0042DAF0;0x0042E280;0x0042E5A0;0x0042E790	story_scene;world_map	0x00402F80;0x004120B0;0x0042DAF0;0x0042E5A0	story_scene;world_map	process lifetime	story helpers may inject; world simulation consumes	confirmed-world-context	manual_reviewed_current_assembly
world_player_only_y_component	0x004A948C	4	frame_scalar	world_map	world movement producer/consumer loop	world-session reset	0x00402F80;0x004120B0;0x0042DAF0;0x0042E280;0x0042E5A0;0x0042E790	story_scene;world_map	0x00402F80;0x004120B0;0x0042DAF0;0x0042E5A0	story_scene;world_map	process lifetime	story helpers may inject; world simulation consumes	confirmed-world-context-00477400-biased-alias-does-not-touch-address	manual_reviewed_current_assembly
party_item_sentinel_heads_4	0x004A9490	16	owned_pointer_array	world_map	world-session create/destroy lifecycle	0x0040E0B0	0x0040E0B0;0x0040F410;0x00477400;0x00477BD0	battle;world_map	0x004070A0;0x0040E0B0;0x0040F410;0x0040F890;0x00410730;0x00427920;0x00444E80;0x00451B10;0x0045D180;0x00467C50;0x00477BD0	battle;persistence;special_modes;story_scene;world_map	0x0040F410	special_modes and battle modify nodes through item operations; persistence only serializes	confirmed-range-lifecycle-and-biased-one-based-alias	manual_reviewed_current_assembly
world_movement_step	0x004AB2D0	4	scalar_parameter	world_map	world movement rule	0x0040DD10 called by world initialization	0x0040DD10	world_map	0x004120B0;0x00413FE0;0x00415B70	asset_runtime;world_map	process lifetime	world simulation and world rendering borrow the value	confirmed-direct-xrefs	manual_reviewed_current_assembly
global_state_bitset_8192	0x004AB384	1024	persistent_bitset	story_scene	gameplay flag semantics and accessor contract	0x0040E0B0; persistence may replace contents	0x00405500;0x004070A0;0x0040DC80;0x0040DCB0;0x0040E0B0	persistence;story_scene;world_map	0x00405500;0x004070A0;0x0040DC50;0x00427920	persistence;story_scene;world_map	process lifetime	world/menu modules use centralized bit access; persistence transports the block	confirmed-size-and-accessors-alias-load-store	manual_reviewed_current_assembly
global_integer_variables_64_element0_money	0x004ACBD0	256	persistent_scalar_array	story_scene	VM owns general variable rules	0x0040E0B0; persistence may replace contents	0x00402F80;0x00405500;0x004070A0;0x0040E0B0;0x0040F890;0x00427920;0x00449D80;0x0044E4A0;0x00467710;0x0047F150	battle;persistence;special_modes;story_scene;world_map	0x00402F80;0x00405500;0x004070A0;0x00410730;0x00412930;0x00427920;0x0043A610;0x0044E330;0x0044E4A0;0x0044EA60;0x00467710;0x00478B60;0x0047F150	battle;persistence;special_modes;story_scene;world_map	process lifetime	special_modes owns only transactional operations on element zero; persistence transports all elements	confirmed-array-element0-money-alias-accesses	manual_reviewed_current_assembly
process_lifecycle_flags	0x004B7A9C	4	bit_flags	runtime_platform	process close/media/suppression coordination	platform initialization	0x00402F80;0x004118B0;0x004154A0;0x00424EF0;0x00425BE0;0x00427920;0x004490C0;0x0044C160;0x00484730;0x00484920;0x00484950	asset_runtime;audio_video;resource_io;runtime_platform;special_modes;story_scene;world_map	0x00402F80;0x00409EC0;0x0040A0D0;0x0040A570;0x004118B0;0x004154A0;0x00424EF0;0x00425BE0;0x00427920;0x004490C0;0x0044C160;0x00484730;0x00484920;0x00484950	asset_runtime;audio_video;resource_io;runtime_platform;special_modes;story_scene;world_map	process teardown	other modules submit documented bit transitions; runtime_platform combines them	confirmed-known-bits-01-02-04-10-20	manual_reviewed_current_assembly
platform_or_async_transition_frame_suppression	0x004BABA4	4	scalar_gate	runtime_platform	frame scheduler suppression	0x00424B90	0x00402F80;0x0040AB50;0x00424B90;0x00427920;0x0044C160	runtime_platform;special_modes;story_scene;world_map	0x00409EC0;0x0040A570	runtime_platform	process lifetime	display lifecycle completes zero/one restoration; world/story only request suppression	confirmed-direct-xrefs	manual_reviewed_current_assembly
display_active_and_restored_state	0x004B7CAC	4	scalar_gate	runtime_platform	display activation lifecycle	0x00424EF0	0x0040AB50;0x00424EF0	runtime_platform	0x00409EC0;0x0040A0D0;0x0040A570	runtime_platform	display teardown	rendering establishes resources; message/frame code observes activation	confirmed-direct-xrefs-alias-boundary-use-excluded	manual_reviewed_current_assembly
directdraw_common_source_surface	0x004ACBA0	4	platform_resource_handle	rendering	render target creation and release	0x00424EF0 via rendering surface factory	0x00424EF0	runtime_platform	0x004070A0;0x00408CF0;0x0040AB50;0x0040ED60;0x004118B0;0x00411FA0;0x004120B0;0x00424B90;0x004251B0;0x00427920;0x0043A610;0x0043BFC0;0x00446700;0x0044D920;0x0044EA60;0x004527E0;0x00453200;0x00453580;0x0045AF90;0x0045E7D0;0x00484950	audio_video;battle;persistence;rendering;resource_io;runtime_platform;special_modes;story_scene;world_map	0x004251B0 release sequence	all modes borrow one presentation source; no mode owns the handle	confirmed-single-direct-writer-many-mode-consumers	manual_reviewed_current_assembly
optional_text_input_object_pointer	0x004CACD8	4	owned_optional_pointer	special_modes	menu stage owns object lifetime	0x00448EE0; 0x004490C0	0x00448EE0;0x004490C0	special_modes	0x0040A0D0;0x004490C0	runtime_platform;special_modes	0x004490C0	input_time_rng/platform message code forwards events without taking ownership	confirmed-business-xrefs-boundary-address-uses-excluded	manual_reviewed_current_assembly
miles_audio_manager_object	0x004C8450	1664	static_backend_object	audio_video	audio backend lifecycle	0x00424EF0	0x00424EF0;0x00485610;0x00485650;0x00485670;0x00485720;0x00485740;0x00485750	audio_video;runtime_platform	0x004010B0;0x0040CF10;0x00413CA0;0x00424EF0;0x00485610;0x00485650;0x00485670;0x00485720;0x00485740;0x00485750	audio_video;external_crt;runtime_platform;world_map	0x004251B0 audio release sequence	world/story/battle submit audio commands; audio_video owns buffers and reclamation	confirmed-size-and-base-reference-entry-points-fields-pending	manual_reviewed_current_assembly
process_instance_handle	0x004C8BD0	4	platform_handle	runtime_platform	WinMain platform lifecycle	0x00409EC0	0x00409EC0	runtime_platform	platform consumers	runtime_platform	process teardown	borrowed only at the platform boundary	confirmed global-state assembly evidence
main_window_handle	0x004C9A1C	4	platform_handle	runtime_platform	window lifecycle	0x00409EC0	0x00409EC0	runtime_platform	window, rendering and input consumers	runtime_platform;rendering;input_time_rng	WM_DESTROY/process teardown	business modules never own the native window handle	confirmed global-state assembly evidence
crt_rand_seed_state	0x004A833C	4	rng_state	input_time_rng	observable RNG stream authority	0x00489B10	0x00489B10;0x00489B20	external_crt	0x00489B20	external_crt	process lifetime	game modules consume values only through the RNG boundary	confirmed global-state assembly evidence
secondary_rng_state_250	0x004A6610	1000	rng_state_array	input_time_rng	second RNG stream authority	0x00438FA0	0x00438FA0;0x00439070	input_time_rng	0x00439070	input_time_rng	process lifetime	call order is observable and remains centralized	confirmed global-state assembly evidence
previous_accepted_frame_time	0x004CC2B0	4	time_state	input_time_rng	frame-clock rule authority	first accepted frame	0x0040A570	runtime_platform	0x0040A570	runtime_platform	process lifetime	runtime_platform samples; input_time_rng specifies unsigned delta behavior	confirmed frame-clock assembly evidence
frame_interval_threshold_ms	0x004B7BCC	4	time_parameter	input_time_rng	frame-clock rule authority	0x00424B90;0x0040DD20;0x0040DD30	0x00424B90;0x0040DD20;0x0040DD30;0x00427920	input_time_rng;runtime_platform;story_scene	0x0040A570	runtime_platform	process lifetime	story may request 70/35; frame scheduler applies the exact threshold	confirmed frame-clock assembly evidence
current_frame_time_sample	0x004AAECC	4	time_state	input_time_rng	single-sample-per-frame contract	accepted frame sampling	0x0040A570	runtime_platform	frame/input/story/action consumers	runtime_platform;input_time_rng;story_scene;asset_runtime	overwritten on the next accepted frame	all consumers borrow the same sampled value	confirmed frame-clock assembly evidence
configurable_key_binding_block	0x004B7384..0x004B7403	128	compatibility_block_with_sparse_binding_dwords	input_time_rng	raw DIK binding semantics and normalization consumers	0x00424390 defaults; 0x00423FB0 Env.dat load	0x00423FB0;0x00424390;0x0044BDA0	input_time_rng;resource_io;special_modes	0x004050E0;0x00423AF0;0x00423E00;0x0044BDA0	input_time_rng;resource_io;special_modes	process lifetime	input_time_rng owns sixteen known dword fields; resource_io serializes only their low bytes in explicit file order; special_modes copies the full 0x80-byte block, so holes and high bytes cannot be collapsed into the file record	confirmed 0x80-byte clear/copy and sixteen dword fields
battle_instruction_pointer	0x0053CE84	4	vm_cursor	battle	battle VM instruction authority	0x00469D20 battle setup/dispatch	battle opcode handlers	battle	battle opcode handlers	battle	battle teardown	no non-battle module may advance the cursor	confirmed global-state assembly evidence
battle_external_result_state	0x0053BDC8	4	result_state	battle	battle core return contract	0x00453200	0x00453200;0x0045E580	battle	0x00453200	battle	battle return	runtime_platform receives only the four-value return contract	confirmed global-state assembly evidence
battle_multipurpose_temporary	0x0053CCE8	4	battle_scratch	battle	battle-local reuse	battle handlers	battle handlers	battle	battle handlers	battle	battle teardown	must remain battle-private; one opcode temporarily uses it for the outward result	confirmed global-state assembly evidence
win32_file_mapping_object	0x00438000 entry family	80	resource_object	resource_io	file/mapping/view lifecycle	0x00438000;0x004380B0	0x00438000..0x00438640	resource_io	resource callers	resource_io;asset_runtime;story_scene;world_map;persistence	0x00438030;0x00438150	callers borrow bytes/views; resource_io owns handles and close order	confirmed structure evidence
generic_action_record	0x0040DC00 layout family	152	shared_runtime_record	asset_runtime	ACT/action update semantics	0x0040DC00	0x0040DC00;0x004321E0 and documented producers	asset_runtime;story_scene;world_map;battle	render/update consumers	asset_runtime;rendering;story_scene;world_map;battle	parent-object lifecycle	parent owns storage; asset_runtime owns update semantics and borrowed stream pointers	confirmed structure/action evidence
item_node	0x0044D0F0 layout family	176	owned_list_node	special_modes	item operation and deep-copy semantics	0x0044D0F0..0x0044D6D3	item, world and battle operations	special_modes;world_map;battle	menu/world/battle/persistence consumers	special_modes;world_map;battle;persistence	0x0044D5A0;0x0040F410	list/root owner destroys; persistence transports snapshots without taking ownership	confirmed structure/item evidence
battle_actor_group_a_array	0x005029D0	120840	static_object_array	battle	battle actor construction/destruction	0x004517B0	battle functions	battle	battle functions	battle	0x004517E0	embedded action records borrow asset_runtime semantics	confirmed structure/battle evidence
battle_actor_group_b_array	0x00525508	88384	static_object_array	battle	battle actor construction/destruction	0x00451810	battle functions	battle	battle functions	battle	0x00451840	embedded action records borrow asset_runtime semantics	confirmed structure/battle evidence
picture_action_list	0x0042B1F1 allocation family	164	owned_dynamic_list	story_scene	story picture-action production	0x0042B1F1	story producers; rendering updater	story_scene;rendering	rendering updater	rendering	0x004147E0 terminal removal	story owns scene intent; rendering borrows and retires completed presentation nodes	confirmed structure/action evidence
picpaint_action_lists	0x004AD3E8;0x004BA6E0	180	owned_dynamic_lists	story_scene	story PicPaint production	0x0042A0A6;0x0042A200	story producers; rendering updater	story_scene;rendering	0x00414B60;0x00414CE0	rendering	terminal removal in rendering update	story owns scene intent; rendering owns per-frame update and node retirement	confirmed structure/action evidence
battle_status_action_nodes	battle actor +0x2584	172	owned_dynamic_list	battle	battle status lifecycle	0x0047DCB9	battle functions	battle	battle functions	battle	battle status removal/actor teardown	asset_runtime semantics are borrowed for the embedded action record	confirmed structure/battle evidence
battle_effect_action_nodes	battle actor +0x236C	476	owned_dynamic_list	battle	battle effect lifecycle	0x0048010D	battle functions	battle	battle functions	battle	battle effect removal/actor teardown	asset_runtime semantics are borrowed for two embedded action records	confirmed structure/battle evidence
static_action_pool_4	0x004AD0D8	608	static_record_array	asset_runtime	action runtime initialization/update	asset runtime initialization	0x004161C0 and related asset functions	asset_runtime	world/render consumers	world_map;rendering	process lifetime	consumers borrow records; asset_runtime owns action transitions	confirmed structure/action evidence
act_stream_cache_nodes	0x00432D82 allocation family	24	owned_cache_nodes	asset_runtime	selected ACT stream cache	0x00432D82	asset runtime cache functions	asset_runtime	action update consumers	asset_runtime;world_map;story_scene;battle	0x00432EE0	action records borrow selected streams; cache retains storage ownership	confirmed structure/ACT evidence
act_index_cache_nodes	0x004330B0 allocation family	20	owned_cache_nodes	asset_runtime	ACT data-block index cache	0x004330B0	asset runtime cache functions	asset_runtime	ACT loaders	asset_runtime	asset cache teardown	cache-private nodes do not escape; loaded blocks follow their documented parent lifetime	confirmed structure/ACT evidence
snd_runtime_index_table	Miles object +0x67C	48000	owned_runtime_index	audio_video	SND/Miles buffer and reference lifecycle	0x00486335	audio functions	audio_video	audio functions	audio_video	audio backend teardown	asset bytes are loaded through resource_io; audio_video owns live buffers and reference counts	confirmed structure/SND evidence
map_cache_directory_entries	0x0042696D record family	16	cache_directory	world_map	map cache selection and eviction	map cache load/rebuild	map cache functions	world_map;resource_io	world map loaders	world_map	map cache teardown/rebuild	resource_io owns bytes; world_map owns map-id/use-age/slot policy	confirmed structure/map-cache evidence
